id,id_short,display_name,works_api_url,h_index,works_count,country_code
https://openalex.org/A5054880690,A5054880690,Alejandro Pérez Velilla,https://api.openalex.org/works?filter=author.id:A5054880690,4,13,US
https://openalex.org/A5081481130,A5081481130,Matthew Benigni,https://api.openalex.org/works?filter=author.id:A5081481130,9,13,US
https://openalex.org/A5035604081,A5035604081,Brendan Meeder,https://api.openalex.org/works?filter=author.id:A5035604081,11,11,US
https://openalex.org/A5052776631,A5052776631,Valentin Kassarnig,https://api.openalex.org/works?filter=author.id:A5052776631,6,10,AT
https://openalex.org/A5033917064,A5033917064,Anna Lieb,https://api.openalex.org/works?filter=author.id:A5033917064,2,7,
https://openalex.org/A5108446169,A5108446169,Stefan Dimitrov,https://api.openalex.org/works?filter=author.id:A5108446169,4,5,CA
https://openalex.org/A5053756946,A5053756946,Linnéa Karlsson,https://api.openalex.org/works?filter=author.id:A5053756946,55,601,FI
https://openalex.org/A5100328995,A5100328995,Xuan Wang,https://api.openalex.org/works?filter=author.id:A5100328995,33,541,CN
https://openalex.org/A5038668215,A5038668215,Xiangnan He,https://api.openalex.org/works?filter=author.id:A5038668215,92,478,CN
https://openalex.org/A5080376553,A5080376553,Walter Sinnott‐Armstrong,https://api.openalex.org/works?filter=author.id:A5080376553,53,360,US
https://openalex.org/A5048453813,A5048453813,Paschal Sheeran,https://api.openalex.org/works?filter=author.id:A5048453813,82,279,US
https://openalex.org/A5100694137,A5100694137,Sanghoon Park,https://api.openalex.org/works?filter=author.id:A5100694137,21,225,KR
https://openalex.org/A5081521085,A5081521085,Mark Lubell,https://api.openalex.org/works?filter=author.id:A5081521085,65,219,US
https://openalex.org/A5033684482,A5033684482,Saif M. Mohammad,https://api.openalex.org/works?filter=author.id:A5033684482,52,206,CA
https://openalex.org/A5084915697,A5084915697,Claudia Hauff,https://api.openalex.org/works?filter=author.id:A5084915697,34,194,NL
https://openalex.org/A5100318285,A5100318285,Wei Li,https://api.openalex.org/works?filter=author.id:A5100318285,34,185,CN
https://openalex.org/A5074337996,A5074337996,Mar Pérez‐Sanagustín,https://api.openalex.org/works?filter=author.id:A5074337996,34,161,FR
https://openalex.org/A5053756799,A5053756799,John McAlaney,https://api.openalex.org/works?filter=author.id:A5053756799,26,156,GB
https://openalex.org/A5081754547,A5081754547,Lu An,https://api.openalex.org/works?filter=author.id:A5081754547,16,152,CN
https://openalex.org/A5024311574,A5024311574,Omer Levy,https://api.openalex.org/works?filter=author.id:A5024311574,43,143,IL
https://openalex.org/A5109865927,A5109865927,Kathleen Fraser,https://api.openalex.org/works?filter=author.id:A5109865927,21,140,
https://openalex.org/A5078526118,A5078526118,Clio Andris,https://api.openalex.org/works?filter=author.id:A5078526118,18,131,US
https://openalex.org/A5042319392,A5042319392,Zhaoyang Zeng,https://api.openalex.org/works?filter=author.id:A5042319392,17,123,CN
https://openalex.org/A5011773691,A5011773691,Marco Pagani,https://api.openalex.org/works?filter=author.id:A5011773691,24,120,SE
https://openalex.org/A5024945862,A5024945862,Matthew Desmond,https://api.openalex.org/works?filter=author.id:A5024945862,39,116,
https://openalex.org/A5066946946,A5066946946,Giri Kumar Tayi,https://api.openalex.org/works?filter=author.id:A5066946946,28,116,US
https://openalex.org/A5073782971,A5073782971,Christoph M. Flath,https://api.openalex.org/works?filter=author.id:A5073782971,26,111,DE
https://openalex.org/A5100676786,A5100676786,Fei Xia,https://api.openalex.org/works?filter=author.id:A5100676786,23,100,US
https://openalex.org/A5064867292,A5064867292,Rustam Vahidov,https://api.openalex.org/works?filter=author.id:A5064867292,19,94,CA
https://openalex.org/A5011534681,A5011534681,Christine Liebrecht,https://api.openalex.org/works?filter=author.id:A5011534681,13,93,NL
https://openalex.org/A5102861095,A5102861095,Manuel Vargas,https://api.openalex.org/works?filter=author.id:A5102861095,20,90,US
https://openalex.org/A5000684736,A5000684736,Jungseock Joo,https://api.openalex.org/works?filter=author.id:A5000684736,24,87,
https://openalex.org/A5083670870,A5083670870,Simone Ghislandi,https://api.openalex.org/works?filter=author.id:A5083670870,22,85,US
https://openalex.org/A5067240869,A5067240869,Yaguang Liu,https://api.openalex.org/works?filter=author.id:A5067240869,13,83,US
https://openalex.org/A5044977576,A5044977576,Akiko Matsuo,https://api.openalex.org/works?filter=author.id:A5044977576,8,60,JP
https://openalex.org/A5007362138,A5007362138,Jacob G. Foster,https://api.openalex.org/works?filter=author.id:A5007362138,17,57,
https://openalex.org/A5006786589,A5006786589,Luciano Nocera,https://api.openalex.org/works?filter=author.id:A5006786589,13,53,US
https://openalex.org/A5038935278,A5038935278,Cassandra Handan‐Nader,https://api.openalex.org/works?filter=author.id:A5038935278,6,51,US
https://openalex.org/A5048207460,A5048207460,Ori Weisel,https://api.openalex.org/works?filter=author.id:A5048207460,19,50,
https://openalex.org/A5066491071,A5066491071,Futian Weng,https://api.openalex.org/works?filter=author.id:A5066491071,13,39,CN
https://openalex.org/A5062858111,A5062858111,Arunesh Mathur,https://api.openalex.org/works?filter=author.id:A5062858111,18,34,
https://openalex.org/A5103226758,A5103226758,Tian Lv,https://api.openalex.org/works?filter=author.id:A5103226758,9,34,CN
https://openalex.org/A5027903946,A5027903946,Samuel Arbesman,https://api.openalex.org/works?filter=author.id:A5027903946,13,27,
https://openalex.org/A5101479345,A5101479345,Michelle S. Lam,https://api.openalex.org/works?filter=author.id:A5101479345,10,25,US
https://openalex.org/A5003671440,A5003671440,Jelena Milicev,https://api.openalex.org/works?filter=author.id:A5003671440,6,20,GB
https://openalex.org/A5079861829,A5079861829,Larissa Doroshenko,https://api.openalex.org/works?filter=author.id:A5079861829,9,20,
https://openalex.org/A5089454910,A5089454910,Johan S. G. Chu,https://api.openalex.org/works?filter=author.id:A5089454910,7,20,US
https://openalex.org/A5041703382,A5041703382,Boris Kaminsky,https://api.openalex.org/works?filter=author.id:A5041703382,9,14,US
https://openalex.org/A5090777955,A5090777955,David Bleckley,https://api.openalex.org/works?filter=author.id:A5090777955,4,12,
https://openalex.org/A5101924114,A5101924114,Yusong Bai,https://api.openalex.org/works?filter=author.id:A5101924114,3,9,CN
https://openalex.org/A5025930036,A5025930036,Paul Vicinanza,https://api.openalex.org/works?filter=author.id:A5025930036,3,8,US
https://openalex.org/A5063838430,A5063838430,Bong Gon Kim,https://api.openalex.org/works?filter=author.id:A5063838430,4,8,US
https://openalex.org/A5071510242,A5071510242,Michelle R. Pryor,https://api.openalex.org/works?filter=author.id:A5071510242,5,5,US
https://openalex.org/A5038078845,A5038078845,Kazuyuki Aihara,https://api.openalex.org/works?filter=author.id:A5038078845,75,1388,JP
https://openalex.org/A5009770702,A5009770702,Dennis S. Bernstein,https://api.openalex.org/works?filter=author.id:A5009770702,72,1141,US
https://openalex.org/A5109067387,A5109067387,Henri Prade,https://api.openalex.org/works?filter=author.id:A5109067387,48,660,FR
https://openalex.org/A5052726702,A5052726702,Guido W. Imbens,https://api.openalex.org/works?filter=author.id:A5052726702,91,436,US
https://openalex.org/A5052897453,A5052897453,Ann Wolbert Burgess,https://api.openalex.org/works?filter=author.id:A5052897453,50,335,US
https://openalex.org/A5048218964,A5048218964,Leif Azzopardi,https://api.openalex.org/works?filter=author.id:A5048218964,38,317,US
https://openalex.org/A5113495291,A5113495291,Paul Beaudry,https://api.openalex.org/works?filter=author.id:A5113495291,40,244,US
https://openalex.org/A5068939338,A5068939338,Werner Wirth,https://api.openalex.org/works?filter=author.id:A5068939338,37,233,
https://openalex.org/A5048277088,A5048277088,Atte Moilanen,https://api.openalex.org/works?filter=author.id:A5048277088,79,228,FI
https://openalex.org/A5067132253,A5067132253,Kevin Durrheim,https://api.openalex.org/works?filter=author.id:A5067132253,45,225,ZA
https://openalex.org/A5110126701,A5110126701,Gary Marcus,https://api.openalex.org/works?filter=author.id:A5110126701,42,208,US
https://openalex.org/A5100362080,A5100362080,Jun Li,https://api.openalex.org/works?filter=author.id:A5100362080,23,192,CN
https://openalex.org/A5044597901,A5044597901,Jaap M. J. Murre,https://api.openalex.org/works?filter=author.id:A5044597901,39,181,NL
https://openalex.org/A5100383731,A5100383731,Ce Zhang,https://api.openalex.org/works?filter=author.id:A5100383731,38,181,CN
https://openalex.org/A5009248582,A5009248582,Mirco Nanni,https://api.openalex.org/works?filter=author.id:A5009248582,26,156,IT
https://openalex.org/A5111930106,A5111930106,Stan Śzpakowicz,https://api.openalex.org/works?filter=author.id:A5111930106,29,154,
https://openalex.org/A5033674512,A5033674512,Peter Gomber,https://api.openalex.org/works?filter=author.id:A5033674512,18,136,DE
https://openalex.org/A5032756299,A5032756299,Samantha Bates,https://api.openalex.org/works?filter=author.id:A5032756299,33,121,AU
https://openalex.org/A5019308714,A5019308714,Seung‐Ho Kang,https://api.openalex.org/works?filter=author.id:A5019308714,16,110,KR
https://openalex.org/A5061720289,A5061720289,Sven Hilbert,https://api.openalex.org/works?filter=author.id:A5061720289,23,110,DE
https://openalex.org/A5063946891,A5063946891,Chen Qian,https://api.openalex.org/works?filter=author.id:A5063946891,17,79,CN
https://openalex.org/A5028356812,A5028356812,Dominic DiFranzo,https://api.openalex.org/works?filter=author.id:A5028356812,20,72,US
https://openalex.org/A5101986762,A5101986762,Peng Gao,https://api.openalex.org/works?filter=author.id:A5101986762,10,70,US
https://openalex.org/A5065743725,A5065743725,Sigal Oren,https://api.openalex.org/works?filter=author.id:A5065743725,13,67,IL
https://openalex.org/A5101746593,A5101746593,Yan Zhao,https://api.openalex.org/works?filter=author.id:A5101746593,14,56,US
https://openalex.org/A5009587995,A5009587995,C. Jason Woodard,https://api.openalex.org/works?filter=author.id:A5009587995,12,53,
https://openalex.org/A5049822606,A5049822606,Feng Chen,https://api.openalex.org/works?filter=author.id:A5049822606,8,41,CN
https://openalex.org/A5100375379,A5100375379,Xiaohui Liu,https://api.openalex.org/works?filter=author.id:A5100375379,10,41,CN
https://openalex.org/A5112552005,A5112552005,Ariane E. Welch,https://api.openalex.org/works?filter=author.id:A5112552005,16,37,US
https://openalex.org/A5067753642,A5067753642,Alexey Medvedev,https://api.openalex.org/works?filter=author.id:A5067753642,10,32,IT
https://openalex.org/A5101453291,A5101453291,Yu He,https://api.openalex.org/works?filter=author.id:A5101453291,8,31,CN
https://openalex.org/A5103060010,A5103060010,Sam Davidson,https://api.openalex.org/works?filter=author.id:A5103060010,12,31,RU
https://openalex.org/A5087611680,A5087611680,Jordan Taylor,https://api.openalex.org/works?filter=author.id:A5087611680,9,29,US
https://openalex.org/A5088621577,A5088621577,Takayuki Uchiba,https://api.openalex.org/works?filter=author.id:A5088621577,6,24,
https://openalex.org/A5087299552,A5087299552,Xiaodan Lou,https://api.openalex.org/works?filter=author.id:A5087299552,8,20,US
https://openalex.org/A5012074032,A5012074032,Audrey Hickert,https://api.openalex.org/works?filter=author.id:A5012074032,6,19,US
https://openalex.org/A5061803498,A5061803498,Eduardo Sánchez-Burillo,https://api.openalex.org/works?filter=author.id:A5061803498,10,19,ES
https://openalex.org/A5042525157,A5042525157,Abdurahman Maarouf,https://api.openalex.org/works?filter=author.id:A5042525157,4,15,
https://openalex.org/A5060607844,A5060607844,Fatima Arroyo Arroyo,https://api.openalex.org/works?filter=author.id:A5060607844,4,14,US
https://openalex.org/A5101563325,A5101563325,Nhi Ngo,https://api.openalex.org/works?filter=author.id:A5101563325,3,12,VN
https://openalex.org/A5082912418,A5082912418,Adiya Abisheva,https://api.openalex.org/works?filter=author.id:A5082912418,5,10,CH
https://openalex.org/A5015734898,A5015734898,Manita Pote,https://api.openalex.org/works?filter=author.id:A5015734898,2,8,US
https://openalex.org/A5010962560,A5010962560,Sara Bunian,https://api.openalex.org/works?filter=author.id:A5010962560,4,5,US
https://openalex.org/A5086632161,A5086632161,Charles R. Figley,https://api.openalex.org/works?filter=author.id:A5086632161,53,471,US
https://openalex.org/A5057481978,A5057481978,Alfredo Pulvirenti,https://api.openalex.org/works?filter=author.id:A5057481978,57,372,IT
https://openalex.org/A5037256572,A5037256572,Joachim Meyer,https://api.openalex.org/works?filter=author.id:A5037256572,35,260,IL
https://openalex.org/A5064858748,A5064858748,Arman Cohan,https://api.openalex.org/works?filter=author.id:A5064858748,27,257,US
https://openalex.org/A5064435268,A5064435268,Neil Coulson,https://api.openalex.org/works?filter=author.id:A5064435268,38,234,GB
https://openalex.org/A5066740344,A5066740344,Sander L. Koole,https://api.openalex.org/works?filter=author.id:A5066740344,65,231,CL
https://openalex.org/A5074342179,A5074342179,Weiming Lü,https://api.openalex.org/works?filter=author.id:A5074342179,22,198,CN
https://openalex.org/A5015453315,A5015453315,Francisco Esteves,https://api.openalex.org/works?filter=author.id:A5015453315,34,196,CH
https://openalex.org/A5073570972,A5073570972,Thomas Muehlbauer,https://api.openalex.org/works?filter=author.id:A5073570972,42,195,DE
https://openalex.org/A5086776932,A5086776932,Yang Feng,https://api.openalex.org/works?filter=author.id:A5086776932,17,170,
https://openalex.org/A5032318424,A5032318424,Laura B. Stephenson,https://api.openalex.org/works?filter=author.id:A5032318424,21,160,CA
https://openalex.org/A5042991910,A5042991910,Gitte Lindgaard,https://api.openalex.org/works?filter=author.id:A5042991910,24,160,
https://openalex.org/A5077184948,A5077184948,Piero Manfredi,https://api.openalex.org/works?filter=author.id:A5077184948,31,158,IT
https://openalex.org/A5080566146,A5080566146,Pasquale Pagano,https://api.openalex.org/works?filter=author.id:A5080566146,23,151,IT
https://openalex.org/A5088838086,A5088838086,Hyunbo Cho,https://api.openalex.org/works?filter=author.id:A5088838086,22,132,KR
https://openalex.org/A5006101444,A5006101444,Kimberly A. Nicholas,https://api.openalex.org/works?filter=author.id:A5006101444,40,125,SE
https://openalex.org/A5100319311,A5100319311,Eunji Kim,https://api.openalex.org/works?filter=author.id:A5100319311,14,116,KR
https://openalex.org/A5085572513,A5085572513,Marina Karanikolos,https://api.openalex.org/works?filter=author.id:A5085572513,34,114,GB
https://openalex.org/A5034865714,A5034865714,Peter M. Vietze,https://api.openalex.org/works?filter=author.id:A5034865714,33,105,US
https://openalex.org/A5077071822,A5077071822,David A. Hounshell,https://api.openalex.org/works?filter=author.id:A5077071822,26,89,US
https://openalex.org/A5087912116,A5087912116,Inas S. Khayal,https://api.openalex.org/works?filter=author.id:A5087912116,18,86,US
https://openalex.org/A5025798806,A5025798806,Sven Drefahl,https://api.openalex.org/works?filter=author.id:A5025798806,23,72,SE
https://openalex.org/A5048660530,A5048660530,Branimir Šverko,https://api.openalex.org/works?filter=author.id:A5048660530,12,69,HR
https://openalex.org/A5025407846,A5025407846,Gergő Pintér,https://api.openalex.org/works?filter=author.id:A5025407846,9,66,HU
https://openalex.org/A5101770454,A5101770454,Ali Rahimi,https://api.openalex.org/works?filter=author.id:A5101770454,15,66,US
https://openalex.org/A5053941878,A5053941878,Johannes Rauh,https://api.openalex.org/works?filter=author.id:A5053941878,13,65,DE
https://openalex.org/A5011580452,A5011580452,Nina Savela,https://api.openalex.org/works?filter=author.id:A5011580452,23,61,FI
https://openalex.org/A5011480367,A5011480367,Francisco Grimaldo Moreno,https://api.openalex.org/works?filter=author.id:A5011480367,16,60,GB
https://openalex.org/A5054264386,A5054264386,Andreas Kappes,https://api.openalex.org/works?filter=author.id:A5054264386,17,56,GB
https://openalex.org/A5044977425,A5044977425,Emily Schneider,https://api.openalex.org/works?filter=author.id:A5044977425,14,47,US
https://openalex.org/A5051127850,A5051127850,Eva Santermans,https://api.openalex.org/works?filter=author.id:A5051127850,16,47,BE
https://openalex.org/A5002183145,A5002183145,Olga Fehér,https://api.openalex.org/works?filter=author.id:A5002183145,11,46,GB
https://openalex.org/A5076464311,A5076464311,Derek Willis,https://api.openalex.org/works?filter=author.id:A5076464311,7,45,GB
https://openalex.org/A5082116724,A5082116724,Andrew Cram,https://api.openalex.org/works?filter=author.id:A5082116724,11,37,AU
https://openalex.org/A5050837612,A5050837612,Youllee Kim,https://api.openalex.org/works?filter=author.id:A5050837612,10,34,US
https://openalex.org/A5086904102,A5086904102,Ana Rita Nogueira,https://api.openalex.org/works?filter=author.id:A5086904102,5,30,PT
https://openalex.org/A5001036145,A5001036145,Kristina Doing-Harris,https://api.openalex.org/works?filter=author.id:A5001036145,7,29,US
https://openalex.org/A5065893759,A5065893759,Nguyen Thanh Duc,https://api.openalex.org/works?filter=author.id:A5065893759,10,29,VN
https://openalex.org/A5026694153,A5026694153,Corrie Vis,https://api.openalex.org/works?filter=author.id:A5026694153,5,26,
https://openalex.org/A5014368334,A5014368334,Ramón María-Dolores Pedrero,https://api.openalex.org/works?filter=author.id:A5014368334,3,24,
https://openalex.org/A5018991792,A5018991792,Stefan Daume,https://api.openalex.org/works?filter=author.id:A5018991792,10,20,SE
https://openalex.org/A5050855429,A5050855429,Miles K. Bensky,https://api.openalex.org/works?filter=author.id:A5050855429,10,16,US
https://openalex.org/A5110264866,A5110264866,Ioana van Deurzen,https://api.openalex.org/works?filter=author.id:A5110264866,6,13,NL
https://openalex.org/A5078257556,A5078257556,Jianing Li,https://api.openalex.org/works?filter=author.id:A5078257556,6,12,US
https://openalex.org/A5108640830,A5108640830,Santiago Hors-Fraile,https://api.openalex.org/works?filter=author.id:A5108640830,4,6,NL
https://openalex.org/A5009878642,A5009878642,Maciej Doniec,https://api.openalex.org/works?filter=author.id:A5009878642,3,5,PL
https://openalex.org/A5026269091,A5026269091,J. D. Moffitt,https://api.openalex.org/works?filter=author.id:A5026269091,3,5,US
https://openalex.org/A5061802355,A5061802355,Patrick F. Sullivan,https://api.openalex.org/works?filter=author.id:A5061802355,160,1097,US
https://openalex.org/A5030096887,A5030096887,May D. Wang,https://api.openalex.org/works?filter=author.id:A5030096887,64,599,US
https://openalex.org/A5018644308,A5018644308,Dezhong Yao,https://api.openalex.org/works?filter=author.id:A5018644308,57,593,GB
https://openalex.org/A5005457508,A5005457508,Romano Fantacci,https://api.openalex.org/works?filter=author.id:A5005457508,39,557,IT
https://openalex.org/A5082646301,A5082646301,Klaus Hubacek,https://api.openalex.org/works?filter=author.id:A5082646301,108,444,NL
https://openalex.org/A5077002072,A5077002072,Cécile Paris,https://api.openalex.org/works?filter=author.id:A5077002072,40,428,
https://openalex.org/A5081036659,A5081036659,Rui Peng,https://api.openalex.org/works?filter=author.id:A5081036659,46,407,CN
https://openalex.org/A5050400261,A5050400261,Kun Chang Lee,https://api.openalex.org/works?filter=author.id:A5050400261,38,397,KR
https://openalex.org/A5063549016,A5063549016,Lucie Cluver,https://api.openalex.org/works?filter=author.id:A5063549016,65,374,ZA
https://openalex.org/A5100359025,A5100359025,Tong Li,https://api.openalex.org/works?filter=author.id:A5100359025,44,365,US
https://openalex.org/A5029473790,A5029473790,Xuejun Li,https://api.openalex.org/works?filter=author.id:A5029473790,33,278,CN
https://openalex.org/A5100376348,A5100376348,Hao Zhu,https://api.openalex.org/works?filter=author.id:A5100376348,17,263,CN
https://openalex.org/A5059831902,A5059831902,Michael Walker,https://api.openalex.org/works?filter=author.id:A5059831902,29,228,US
https://openalex.org/A5031710345,A5031710345,Thomas Schwentick,https://api.openalex.org/works?filter=author.id:A5031710345,37,210,DE
https://openalex.org/A5039553919,A5039553919,Guy Hoffman,https://api.openalex.org/works?filter=author.id:A5039553919,41,169,US
https://openalex.org/A5088410008,A5088410008,Antoine Bosselut,https://api.openalex.org/works?filter=author.id:A5088410008,25,166,
https://openalex.org/A5051581150,A5051581150,Marek Hatala,https://api.openalex.org/works?filter=author.id:A5051581150,37,159,CA
https://openalex.org/A5033563552,A5033563552,Rong Yan,https://api.openalex.org/works?filter=author.id:A5033563552,24,141,CN
https://openalex.org/A5012015574,A5012015574,Lu‐Xing Yang,https://api.openalex.org/works?filter=author.id:A5012015574,32,121,AU
https://openalex.org/A5042172804,A5042172804,Emorie D Beck,https://api.openalex.org/works?filter=author.id:A5042172804,19,121,US
https://openalex.org/A5068198317,A5068198317,Jonathan Graffy,https://api.openalex.org/works?filter=author.id:A5068198317,27,106,GB
https://openalex.org/A5057733690,A5057733690,Rodrigo Becerra,https://api.openalex.org/works?filter=author.id:A5057733690,31,102,AU
https://openalex.org/A5069933519,A5069933519,Sean Richey,https://api.openalex.org/works?filter=author.id:A5069933519,20,96,US
https://openalex.org/A5016594838,A5016594838,Patrizio Armeni,https://api.openalex.org/works?filter=author.id:A5016594838,19,79,IT
https://openalex.org/A5084717601,A5084717601,Nereida Bueno‐Guerra,https://api.openalex.org/works?filter=author.id:A5084717601,9,78,ES
https://openalex.org/A5081135036,A5081135036,Irene Y. Chen,https://api.openalex.org/works?filter=author.id:A5081135036,12,76,US
https://openalex.org/A5064200690,A5064200690,Andrew Shanks,https://api.openalex.org/works?filter=author.id:A5064200690,10,68,
https://openalex.org/A5046355927,A5046355927,David M. Peña‐Guzmán,https://api.openalex.org/works?filter=author.id:A5046355927,8,65,
https://openalex.org/A5058956677,A5058956677,Klaus Schoenbach,https://api.openalex.org/works?filter=author.id:A5058956677,21,64,
https://openalex.org/A5101692983,A5101692983,Fan Li,https://api.openalex.org/works?filter=author.id:A5101692983,11,63,CN
https://openalex.org/A5040726898,A5040726898,Paul Smeets,https://api.openalex.org/works?filter=author.id:A5040726898,13,60,NL
https://openalex.org/A5067313793,A5067313793,Pablo Aragón,https://api.openalex.org/works?filter=author.id:A5067313793,13,60,
https://openalex.org/A5021855913,A5021855913,Jerry Wei,https://api.openalex.org/works?filter=author.id:A5021855913,15,54,
https://openalex.org/A5045674645,A5045674645,Liz Grauerholz,https://api.openalex.org/works?filter=author.id:A5045674645,20,45,US
https://openalex.org/A5052158209,A5052158209,Victoria Nash,https://api.openalex.org/works?filter=author.id:A5052158209,14,44,GB
https://openalex.org/A5081811075,A5081811075,María Florencia Scaia,https://api.openalex.org/works?filter=author.id:A5081811075,11,36,CU
https://openalex.org/A5012144503,A5012144503,Claudio Mazzola,https://api.openalex.org/works?filter=author.id:A5012144503,5,31,AU
https://openalex.org/A5103097683,A5103097683,Qiushi Huang,https://api.openalex.org/works?filter=author.id:A5103097683,11,31,GB
https://openalex.org/A5044445824,A5044445824,Thomas Feliciani,https://api.openalex.org/works?filter=author.id:A5044445824,7,29,IT
https://openalex.org/A5021951263,A5021951263,Saeko Kikuzawa,https://api.openalex.org/works?filter=author.id:A5021951263,12,25,JP
https://openalex.org/A5075298587,A5075298587,Tore Opsahl,https://api.openalex.org/works?filter=author.id:A5075298587,12,23,US
https://openalex.org/A5002592195,A5002592195,Zackary Okun Dunivin,https://api.openalex.org/works?filter=author.id:A5002592195,8,22,
https://openalex.org/A5039958664,A5039958664,Claudia Guerrazzi-Young,https://api.openalex.org/works?filter=author.id:A5039958664,7,17,US
https://openalex.org/A5111640159,A5111640159,Sari Jones,https://api.openalex.org/works?filter=author.id:A5111640159,14,17,
https://openalex.org/A5026987376,A5026987376,Ronald W. Buie,https://api.openalex.org/works?filter=author.id:A5026987376,4,11,US
